# Beastbound Odyssey R0.01 worktree inventory
# captured_at=2026-08-20T02:26:58+08:00
# local_head=1f22eded5a2c72191d57ac5eb2e4edfbcd75ad91
# origin_main=ddcb4ff770093d0ae1533631f6371b11e1ce4f30
# merge_base=1f22eded5a2c72191d57ac5eb2e4edfbcd75ad91
# ahead_behind=0	4
# scope=union(git status --untracked-files=all, git diff HEAD..origin/main)
# output files phase_489 and this manifest were created after the frozen input snapshot
local_status	remote_delta	origin_mode	origin_blob	worktree_mode	worktree_blob	relation	batch	path
M	yes	100644	01367fc23360980c13edefabf4d56261167cdfaa	100644	01367fc23360980c13edefabf4d56261167cdfaa	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/provenance.json
M	yes	100644	c407a881065097063db0104fed0f1b53c49c991e	100644	c407a881065097063db0104fed0f1b53c49c991e	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/source-selection.md
M	yes	100644	28829046185733c1acf1f5a8ad254a47a38c7bc4	100644	28829046185733c1acf1f5a8ad254a47a38c7bc4	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/spec.json
??	yes	100644	807bc65ca0175d2afaa7ebe96a0729c00482bb6c	100644	807bc65ca0175d2afaa7ebe96a0729c00482bb6c	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/third_party/isaiah658_ambient_birds/birds-isaiah658.ogg
??	yes	100644	8b8d14fb88fb338c06c18e2bdd748a640d17b55e	100644	8b8d14fb88fb338c06c18e2bdd748a640d17b55e	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/third_party/jaggedstone_dungeon_ambience/dungeon_ambient_1.ogg
??	yes	100644	c226735f229307f217bee878258017f5d78d2a1c	100644	c226735f229307f217bee878258017f5d78d2a1c	published_identical	published_origin_main	client/godot/assets/audio/beastbound_audio_v2/source/third_party/spring_spring_birds_wind/birds_and_wind_ambient.ogg
??	no	-	-	100644	33ffc70c2f2a8a44c70d3ddd1bb457dd2bcf554f	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/charge/charge-1.png
??	no	-	-	100644	ca8c549773eefdd40aeab8669856be0d3a9b21b0	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/charge/charge-2.png
??	no	-	-	100644	bf390dc8168e3d3f69ffefc91c8da2e4ce929959	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/charge/charge-3.png
??	no	-	-	100644	27302bc397e1d97e867e03f54968bf209dfb8f18	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/charge/charge-4.png
??	no	-	-	100644	7e610b3e77e9fa16ee75d436c21dedc6594623cf	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/impact/impact-1.png
??	no	-	-	100644	cf4dbd5f1db277a03d6b36389ff464fc93ba05c8	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/impact/impact-2.png
??	no	-	-	100644	a25187c0dfc9d6f988f3d5a05ee99206747194d5	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/impact/impact-3.png
??	no	-	-	100644	a58d414884bddd62c7549211e0025a66146997ef	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/runtime/impact/impact-4.png
??	no	-	-	100644	a77e87f931c2f8b7b6dc53e9faffbcbfa3cb7b8e	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/charge/animation.gif
??	no	-	-	100644	76edb06e59f34050d8366cc49327ceb93c770275	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/charge/pipeline-meta.json
??	no	-	-	100644	e36068266cccfcede65a4c62dedb4e28962ecb8b	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/charge/sheet-transparent.png
??	no	-	-	100644	f94ec0d888ad14ec94bb3b61fbadd9a98ecd92d4	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/impact/animation.gif
??	no	-	-	100644	116c80990b34e46633fcc659d59c9fa6f43a2e7a	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/impact/pipeline-meta.json
??	no	-	-	100644	8e3d8a6889af6e88da6830c27440da9521ca4608	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/processed/impact/sheet-transparent.png
??	no	-	-	100644	27641572625a7f1c99b45b6a3b51f68526bddc65	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/prompts/charge.md
??	no	-	-	100644	2dcf426d596c9b85c7ff9303dbfd85a2e634ada6	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/prompts/impact.md
??	no	-	-	100644	4b2ea587cc10fe5192208de4083fb7ee6a773269	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/provenance.json
??	no	-	-	100644	760080b426094abbc834e2d862746e8c98e0ea50	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/raw/charge-2x2-magenta.png
??	no	-	-	100644	ccb307b11f1d030cce0250e1c9bb3cb1fdf79e2e	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/source/raw/impact-2x2-magenta.png
??	no	-	-	100644	924a8ac654e842728bd37a3bf2e6b9a4814d9aff	local_only	bui_charge_feedback_owner_candidate	client/godot/assets/effects/pet_bui_charge_vfx_v1/vfx-bundle.json
M	no	100644	4f3ab60cff96b766e1f8d90677d2ef8caa7202b1	100644	a60e1ca09a1544739d22b451b792b4d04330e1f1	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/bindings/firebud_training_yard.json
M	no	100644	fa8cc2564e41309ae0ed629f704fa920e0aa2574	100644	715c25fe54765ddf5f81b160f74c3152ace502c1	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/bindings/firebud_village_gate.json
M	no	100644	b1678deb08ef56de92b239736decba30881ecbf8	100644	736df3721dcc0127c656f96daa2d7eea7f826f23	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/catalog-contract-check.json
M	no	100644	5420a26ca217cea4e549696c2a9f0c90148c19a9	100644	e48403fdaf32051bd8a86cf273eb755d5772bf49	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/collision-audit.json
M	no	100644	f7ca5def19887ed2f934457cf42cd43cea87c380	100644	0db76111cb1f0955ca0b7967bbd063d73e13979b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/collision-runner-receipt.log
M	no	100644	7d37d9b732bdf700b9fe34e8f888536973e73f00	100644	4ebe0017015c45479debd2b270aad98e9922c239	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_training_yard_collision.jsonl
M	no	100644	61d23bbeb526e7b29f9d834549c7977877b8bb8a	100644	bb57d224d54d2ef47b0461f3316678777ee7ed23	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_training_yard_movement_path.jsonl
M	no	100644	5cc5a7fc26415b663c0f09a0cb6df97ae084549c	100644	2b200e55a4b79b62abdd91ca651ebac100194e36	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_training_yard_occlusion.jsonl
M	no	100644	71693b5b1587fc20830927bd8141c4b757562ac2	100644	a183316e217b3ec7eca9deb67a6fc9718c6a5f5b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_training_yard_pointer.jsonl
M	no	100644	c0d8c231137773715a650c2e24cbf662bee078a8	100644	9728f10681df1a4e2a3094cd06198dfb61da412d	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_training_yard_warp.jsonl
M	no	100644	0306cce641212f22039b787c883cff81bca9f69d	100644	9bc06e5493b3af4c0e4e50bd277ddd2dd70af304	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_village_gate_collision.jsonl
M	no	100644	cfc124f4a2c0e480d3c928d6ebe93563a92d3a94	100644	9c72eb6ac824c0d8801fad9036cbcbf009499014	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_village_gate_movement_path.jsonl
M	no	100644	7dbd366fbc233ec58e9f628a56472d4b477bd93e	100644	339f67dd34efe757102804528995e8bd2e096815	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_village_gate_occlusion.jsonl
M	no	100644	ccf1980a84819ce10ccb973301b68f95ac85573e	100644	7eaef8bcbb5b2588d6d72604969a5760cb9d2d28	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_village_gate_pointer.jsonl
M	no	100644	f11f285a7da7e8219c8509cb11c4ff4254507ec2	100644	4151bdfe1b932fba8cc9bc9caba1cb9b2c342067	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/firebud_village_gate_warp.jsonl
M	no	100644	56fde908cd5f4844d21eb00df8d2c6a2ca0ba6eb	100644	40a0eb1d9cdcc163ce712e27f1d31239bada61ee	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_collision-after.jpeg
M	no	100644	ce2176950bebdad472a1842c6ffbd01e5e282509	100644	e43d5216502fda2149bfd4cea53caf1488a3083b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_collision-before.jpeg
M	no	100644	9fe8f94a2e7b1bea8074dc693ca0471a74e83bfa	100644	d2d7ad5fbc79adbea26a49c1c4f60dde222dc086	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_movement_path-after.jpeg
M	no	100644	a2e3e7c80370a17d78d85922e887a8c6f82c2e8c	100644	e43d5216502fda2149bfd4cea53caf1488a3083b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_movement_path-before.jpeg
M	no	100644	a2e3e7c80370a17d78d85922e887a8c6f82c2e8c	100644	2d71f59773bb429d12d991a1c9b9a31b16f252c0	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_occlusion-after.jpeg
M	no	100644	3b4276f5559cae5d210b5f303d1536e483485f36	100644	e43d5216502fda2149bfd4cea53caf1488a3083b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_occlusion-before.jpeg
M	no	100644	b7c5bfc1e66bb20d1303e3daec9d54a2111d46ac	100644	07c2cdc11ca5d24069071593e0c466cd0e6801d7	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_pointer-after.jpeg
M	no	100644	8a341ce1bd1ecd695046ce8b7d51fa45d425fcbb	100644	e43d5216502fda2149bfd4cea53caf1488a3083b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_pointer-before.jpeg
M	no	100644	8b634cb12129de57fee533922653c8207741c841	100644	23664b715650aa97e0c3592624d9e3000fcf7993	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_warp-after.jpeg
M	no	100644	8a341ce1bd1ecd695046ce8b7d51fa45d425fcbb	100644	e43d5216502fda2149bfd4cea53caf1488a3083b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_training_yard_warp-before.jpeg
M	no	100644	97faf1ae606ff190263a231bd0685b436b05b88f	100644	1ade025753a60708ebcc5f8eaaebe299ca2c3639	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_collision-after.jpeg
M	no	100644	7f5cb49cbec209153b308e36280519f188e7a520	100644	09bee5455b34fce6434854b141cfd6fa10dd8e0e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_collision-before.jpeg
M	no	100644	5fdaddf05a9dfba8a0dc6c4597a94f678fd0816c	100644	5d81eecd5d6117dcf6489f4c04dd37280cb8d48d	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_movement_path-after.jpeg
M	no	100644	672574e2652c9d9e784bf3773064f7496f662f3a	100644	09bee5455b34fce6434854b141cfd6fa10dd8e0e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_movement_path-before.jpeg
M	no	100644	7f5cb49cbec209153b308e36280519f188e7a520	100644	b30183763dfc8b00dd2c68032ae01353ffc8d1eb	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_occlusion-after.jpeg
M	no	100644	6eb1b7388ed12725519c66595043c55cb82ef5f4	100644	09bee5455b34fce6434854b141cfd6fa10dd8e0e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_occlusion-before.jpeg
M	no	100644	72db19931817aef7f2e51be257bb58cdd740dc9d	100644	7383488150f321c5488122dd1ce5618dad4399fd	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_pointer-after.jpeg
M	no	100644	8b634cb12129de57fee533922653c8207741c841	100644	09bee5455b34fce6434854b141cfd6fa10dd8e0e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_pointer-before.jpeg
M	no	100644	ccee206a14ad0dcd6ec51f04237fa64515599bb3	100644	c7413758a046f6105d4c4189dd2da2ba27363f02	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_warp-after.jpeg
M	no	100644	97faf1ae606ff190263a231bd0685b436b05b88f	100644	09bee5455b34fce6434854b141cfd6fa10dd8e0e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-actions/raw/firebud_village_gate_warp-before.jpeg
M	no	100644	8936d2017e0f2a97bf1846c5bb53d3f339f2b91b	100644	1ebe7b7470247dda32436232f8e37abe0fcef626	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/computer-use-review.json
M	no	100644	ed8010883d0f430a55b02e07c82642206987d1d9	100644	656679aaead70c66b06c88a60e0b119f5fd51f0d	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/performance-report.json
M	no	100644	1bbabfe57b660846c659b25af50015e508aefb92	100644	f6a8525d8691cf9c9505ab0ae2a52d0a1328e042	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/performance-runner-receipt.jsonl
M	no	100644	afdf16f249b638c88ffcd590bc653b87a18bf3f0	100644	42d048923bc312ac0b519e05d3ae910d47059191	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/collision-capture.json
M	no	100644	743a95dad64225607a758a81a45973479fd5b5c1	100644	fb962002b6a9b82d8b4a233a54d7934531fe6b6b	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/collision.png
M	no	100644	86f0b8a31f8be4064097da51492c0cb7bcbe9bce	100644	ee8e9b8fc6f642cfe4b4268baad2f1c6ad5c32ed	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/movement_path-capture.json
M	no	100644	a8e4cabcdacfee9df336dae7252a83c46b8f3867	100644	ee0f70e7389b1511ac179469b8befc58282abdac	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/movement_path.png
M	no	100644	b098f1921c8dcf8d678334a21fd9c4909c9c2280	100644	16e2ce0c921aa26f92b6d68da2ecf90c3bee8c71	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/occlusion-capture.json
M	no	100644	95f6bb2a940b5409a16852648f622fe3dee3ac05	100644	f0a7df563a6e8dfd5d440be87db5fe9f8c8addef	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/occlusion.png
M	no	100644	bc6ca10f174bc1caa505bd1efb0b68e174c2c851	100644	742195a6ef883616cefe9bd67e0f522b7c648582	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/pointer-capture.json
M	no	100644	c296b6b4ba2cd5ea0badfdd7ed9489216bfb8b19	100644	8b4a3a96a9558c3bf0bda3fcbe7be51b755c4730	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/pointer.png
M	no	100644	39230fbc9cb385365a26f2f9d62069e5f5680d67	100644	d3fdfce2ac0d2f55879c2393e8c5db290eb32151	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/warp-capture.json
M	no	100644	0f8d0fb3d272c8693c74cda07cc019a6c98cbf05	100644	917dfc9a66d6fda7e562df0bddaf240c40b5c324	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_training_yard/warp.png
M	no	100644	e9ed79337c43f212126b848985a19f2db5d60252	100644	8d43c1b758104d09ed3cf581672608440d902e41	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/collision-capture.json
M	no	100644	1df0a858e084461f91f9362b538c47fff099d405	100644	956e45ecb6eeb45d6b098aee4330fecdc725d2f5	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/collision.png
M	no	100644	6a925e3f11f97040bbcd10ef57b9324a0bb7fa8f	100644	73c361b575c5544335aa27830cb0c83d1b2b723e	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/movement_path-capture.json
M	no	100644	dec1dc1b3759ea4b1fc16b4f0adea6a3b59be25f	100644	649232f33feb9ffa6e47ffbe1cee7c438ee40907	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/movement_path.png
M	no	100644	2cb192980d7b259c07143d737d5645f6e6935d47	100644	36e99af4f8de28d0e418a42fb206cdea57978af3	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/occlusion-capture.json
M	no	100644	92387cb858da3043f1bb1b78c38e442b75971a72	100644	611d2bb5269ec40624012beea2e9c27338ee5840	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/occlusion.png
M	no	100644	829c0ed3acaa7c9a0af96ca07423d62106feeb23	100644	6506e83954f1249fc003a24b2281aaab9c8a4c5d	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/pointer-capture.json
M	no	100644	59584ebea1fcfbba2ee730cbacc45e6eeab9b58f	100644	783a538abbeec5ffeca6d1cc887964329cca6821	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/pointer.png
M	no	100644	4eb1dcfb5bdca74f1544800d8820ca01c101d712	100644	982ef19d3a2101d2caf7d7a91ce8e29ab358ce59	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/warp-capture.json
M	no	100644	f091dd5606dbe4015137773fb8c00f6f2c9aacb3	100644	1ab7861175d3b492c5ec55467a9041e1be460ff7	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/evidence/runtime-actions/firebud_village_gate/warp.png
M	no	100644	c1d65931d1e5bf4e15dd5441b0e3dd30bfccdd0f	100644	3bbb1505e432fcfafa76eceaec01b546c570ad4d	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/map-visual-bundle.json
M	no	100644	5732fa4786bbfd0200495e6de5c1839409f306ca	100644	73142b18b6dc5ba97bad180326176678443573c6	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/runtime/ground/atlas.png
??	no	-	-	100644	a26bb52b0e11418e154c3c8b964f7fa08758e62e	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/runtime/objects/firebud_grass_scatter_decal.png
??	no	-	-	100644	87cf34664d7f5f192a151069147e7ee3c32b45f2	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/runtime/objects/firebud_practice_cluster.png
??	no	-	-	100644	08936b834f9875dca51572ee65eb6d90daad403a	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/runtime/objects/firebud_trade_counter.png
??	no	-	-	100644	4176429b0551bcc627f55272fdd8fe366acef6f1	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/runtime/objects/firebud_training_rack.png
